customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,comments,Offers
3170-NMYVV,Female,0,Yes,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.15,930.9,No,Our records indicate Customer 68 has been paying 20.15 under a long-term contract.,"Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Family & Dependents Bundle: Discounted additional family lines"
7410-OIEDU,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.85,887.35,No,Our records indicate Customer 69 has been paying 79.85 under a short-term contract.,"Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Premium Security Package: 3 months free Online Security/Tech Support, Streaming Bundle: Free 2-month streaming subscription, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
2273-QCKXA,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,49.05,49.05,No,"Customer 70, being regular, might require better customer support for better experience.","Low Tenure Retention: 15% discount for 3 months, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Unlimited Phone Plan: 50% discount on an additional line, Low Engagement Offer: Free trials for Tech Support/Device Protection"
0731-EBJQB,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,No,"Customer 71 pays 20.4 monthly, showing ongoing interest in their annual plan.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Family & Dependents Bundle: Discounted additional family lines"
1891-QRQSA,Male,1,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),111.6,7099.0,No,"Having spent 7099.0, Customer 72 with a long-term contract might expect a a better offer.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Senior Citizen Discount: 5% off total bills, Family & Dependents Bundle: Discounted additional family lines"
8028-PNXHQ,Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.25,1424.6,No,Our records indicate Customer 73 has been paying 24.25 under a long-term contract.,"Premium Security Package: 3 months free Online Security/Tech Support, Family & Dependents Bundle: Discounted additional family lines, Streaming Bundle: Free 2-month streaming subscription"
5630-AHZIL,Female,0,No,Yes,3,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.5,177.4,No,"Customer 74 has 177.4 in total charges, indicating they exploring options.","Low Tenure Retention: 15% discount for 3 months, Unlimited Phone Plan: 50% discount on an additional line, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
2673-CXQEU,Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.5,6139.5,No,"Customer 75, being senior, might require more flexible options for better experience.","Senior Citizen Discount: 5% off total bills, Premium Security Package: 3 months free Online Security/Tech Support, Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points"
6416-JNVRK,Female,0,No,No,46,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65,2688.85,No,"Having spent 2688.85, Customer 76 with a annual contract might expect a a reward.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Family & Dependents Bundle: Discounted additional family lines"
5590-ZSKRV,Female,0,Yes,Yes,8,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.65,482.25,No,"With a short-term plan, Customer 77 has spent 482.25 and is considering alternatives.","Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Unlimited Phone Plan: 50% discount on an additional line, Family & Dependents Bundle: Discounted additional family lines, Premium Security Package: 3 months free Online Security/Tech Support"
0191-ZHSKZ,Male,1,No,No,30,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.75,2111.3,No,"Customer 78, being senior, might require more flexible options for better experience.","Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, High Monthly Spender: Cashback or loyalty points, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
3887-PBQAO,Female,0,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,No,"Having spent 1216.6, Customer 79 with a annual contract might expect a a reward.","Premium Security Package: 3 months free Online Security/Tech Support, Family & Dependents Bundle: Discounted additional family lines, High Monthly Spender: Cashback or loyalty points"
5919-TMRGD,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.35,79.35,Yes,"Despite spending 79.35 monthly, Customer 80 might look for additional features.","High Monthly Spender: Cashback or loyalty points, Low Engagement Offer: Free trials for Tech Support/Device Protection, Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line"
8108-UXRQN,Female,0,Yes,Yes,11,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,50.55,565.35,No,"Having spent 565.35, Customer 81 with a short-term contract might expect a a discount.","Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Family & Dependents Bundle: Discounted additional family lines"
9191-MYQKX,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.15,496.9,Yes,"Customer 82 is on a short-term contract and has paid 496.9 so far, making them a valued customer.","Streaming Bundle: Free 2-month streaming subscription, High Monthly Spender: Cashback or loyalty points, Unlimited Phone Plan: 50% discount on an additional line, High Churn Risk: Loyalty bonuses or priority customer support"
9919-YLNNG,Female,0,No,No,42,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.8,4327.5,No,"Having spent 4327.5, Customer 83 with a short-term contract might expect a a better offer.","Unlimited Phone Plan: 50% discount on an additional line, High Monthly Spender: Cashback or loyalty points, Long-Term Discount: 10-20% off for a 12-month contract, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
0318-ZOPWS,Female,0,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.15,973.35,No,"With a long-term plan, Customer 84 has spent 973.35 and is considering alternatives.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Family & Dependents Bundle: Discounted additional family lines"
4445-ZJNMU,Male,0,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.3,918.75,No,"Customer 85, being regular, might require a customized plan for better experience.","High Monthly Spender: Cashback or loyalty points, Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
4808-YNLEU,Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,No,"Customer 86 has 2215.45 in total charges, indicating they engaged.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, High Churn Risk: Loyalty bonuses or priority customer support"
1862-QRWPE,Female,0,Yes,Yes,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.65,1057.0,No,"Customer 87, being regular, might require a customized plan for better experience.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Family & Dependents Bundle: Discounted additional family lines"
2796-NNUFI,Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,927.1,No,"With a total charge of 927.1, Customer 88 is a valued regular user on a long-term contract.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Family & Dependents Bundle: Discounted additional family lines"
3016-KSVCP,Male,0,Yes,No,29,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,33.75,1009.25,No,"Customer 89 pays 33.75 monthly, showing commitment in their short-term plan.","Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Auto-Pay Incentive: $5/month discount for switching to auto-pay"
4767-HZZHQ,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),82.05,2570.2,No,"Despite spending 82.05 monthly, Customer 90 might look for alternative plans.","Family & Dependents Bundle: Discounted additional family lines, Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Long-Term Discount: 10-20% off for a 12-month contract, Premium Security Package: 3 months free Online Security/Tech Support"
2424-WVHPL,Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,74.7,74.7,No,"Customer 91, being senior, might require a customized plan for better experience.","Auto-Pay Incentive: $5/month discount for switching to auto-pay, Streaming Bundle: Free 2-month streaming subscription, High Monthly Spender: Cashback or loyalty points, Unlimited Phone Plan: 50% discount on an additional line"
7233-PAHHL,Male,0,Yes,Yes,66,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,84.0,5714.25,No,"With a long-term plan, Customer 92 has spent 5714.25 and is neutral.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Family & Dependents Bundle: Discounted additional family lines"
6067-NGCEU,Female,0,No,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),111.05,7107.0,No,"Customer 93 has 7107.0 in total charges, indicating they engaged.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Premium Security Package: 3 months free Online Security/Tech Support, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
9848-JQJTX,Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),100.9,7459.05,No,"Customer 94 is on a long-term contract and has paid 7459.05 so far, making them a possible churn risk.","Long-Term Discount: 10-20% off for a 12-month contract, High Monthly Spender: Cashback or loyalty points, Premium Security Package: 3 months free Online Security/Tech Support"
8637-XJIVR,Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.95,927.35,Yes,"Customer 95 pays 78.95 monthly, showing ongoing interest in their short-term plan.","Long-Term Discount: 10-20% off for a 12-month contract, Streaming Bundle: Free 2-month streaming subscription, Auto-Pay Incentive: $5/month discount for switching to auto-pay, High Monthly Spender: Cashback or loyalty points"
9803-FTJCG,Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),66.85,4748.7,No,"Having spent 4748.7, Customer 96 with a annual contract might expect a a discount.","Family & Dependents Bundle: Discounted additional family lines, Low Engagement Offer: Free trials for Tech Support/Device Protection, High Churn Risk: Loyalty bonuses or priority customer support"
0278-YXOOG,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.05,113.85,Yes,"Customer 97 pays 21.05 monthly, showing ongoing interest in their short-term plan.","Month-to-Month Offer: Free upgrade for switching to a 1-year contract, Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Low Engagement Offer: Free trials for Tech Support/Device Protection"
3212-KXOCR,Male,0,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,1107.2,No,"With a long-term plan, Customer 98 has spent 1107.2 and is considering alternatives.","Premium Security Package: 3 months free Online Security/Tech Support, Unlimited Phone Plan: 50% discount on an additional line, Low Engagement Offer: Free trials for Tech Support/Device Protection"
4598-XLKNJ,Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,2514.5,Yes,"Customer 99, being senior, might require more flexible options for better experience.","Auto-Pay Incentive: $5/month discount for switching to auto-pay, Unlimited Phone Plan: 50% discount on an additional line, Long-Term Discount: 10-20% off for a 12-month contract, Premium Security Package: 3 months free Online Security/Tech Support"
6380-ARCEH,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2,20.2,No,"Customer 100 pays 20.2 monthly, showing ongoing interest in their short-term plan.","Unlimited Phone Plan: 50% discount on an additional line, Premium Security Package: 3 months free Online Security/Tech Support, Auto-Pay Incentive: $5/month discount for switching to auto-pay, Month-to-Month Offer: Free upgrade for switching to a 1-year contract"
